"1041305856","1041305871","GB","GBR","UNITED KINGDOM"
"1041305872","1041305887","IE","IRL","IRELAND"
"1041305888","1041305983","GB","GBR","UNITED KINGDOM"
"1041305984","1041306031","IE","IRL","IRELAND"
"1041306032","1041306063","GB","GBR","UNITED KINGDOM"
"1041306064","1041306399","IE","IRL","IRELAND"
"1041306400","1041306575","GB","GBR","UNITED KINGDOM"
"1041306576","1041306607","IE","IRL","IRELAND"
"1041306608","1041306671","GB","GBR","UNITED KINGDOM"
"1041306672","1041306751","IE","IRL","IRELAND"
"1041306752","1041306815","GB","GBR","UNITED KINGDOM"
"1041306816","1041306863","IE","IRL","IRELAND"
"1041306864","1041306879","GB","GBR","UNITED KINGDOM"
"1041306880","1041307135","IE","IRL","IRELAND"
"1041307136","1041307519","GB","GBR","UNITED KINGDOM"
"1041307520","1041307551","IE","IRL","IRELAND"
"1041307552","1041307599","GB","GBR","UNITED KINGDOM"
"1041307600","1041308031","IE","IRL","IRELAND"
"1041308032","1041308063","GB","GBR","UNITED KINGDOM"
"1041308064","1041308287","IE","IRL","IRELAND"
"1041308288","1041308303","GB","GBR","UNITED KINGDOM"
"1041308304","1041308415","IE","IRL","IRELAND"
"1041308416","1041308671","GB","GBR","UNITED KINGDOM"
"1041308672","1041308927","IE","IRL","IRELAND"
"1041308928","1041309055","GB","GBR","UNITED KINGDOM"
"1041309056","1041309087","IE","IRL","IRELAND"
"1041309088","1041309183","GB","GBR","UNITED KINGDOM"
"1041309184","1041309967","IE","IRL","IRELAND"
"1041309968","1041309983","GB","GBR","UNITED KINGDOM"
"1041309984","1041310047","IE","IRL","IRELAND"
"1041310048","1041310079","GB","GBR","UNITED KINGDOM"
"1041310080","1041310511","IE","IRL","IRELAND"
"1041310512","1041310527","GB","GBR","UNITED KINGDOM"
"1041310528","1041310591","IE","IRL","IRELAND"
"1041310592","1041310623","GB","GBR","UNITED KINGDOM"
"1041310624","1041334271","IE","IRL","IRELAND"
"1041334272","1041334527","GB","GBR","UNITED KINGDOM"
"1041334528","1041334541","IE","IRL","IRELAND"
"1041334542","1041334557","GB","GBR","UNITED KINGDOM"
"1041334558","1041334751","IE","IRL","IRELAND"
"1041334752","1041334767","GB","GBR","UNITED KINGDOM"
"1041334768","1041334783","IE","IRL","IRELAND"
"1041334784","1041335039","GB","GBR","UNITED KINGDOM"
"1041335040","1041335295","IE","IRL","IRELAND"
"1041335296","1041335391","GB","GBR","UNITED KINGDOM"
"1041335392","1041335519","IE","IRL","IRELAND"
"1041335520","1041335807","GB","GBR","UNITED KINGDOM"
"1041335808","1041335839","IE","IRL","IRELAND"
"1041335840","1041335871","GB","GBR","UNITED KINGDOM"
"1041335872","1041335903","IE","IRL","IRELAND"
"1041335904","1041336031","GB","GBR","UNITED KINGDOM"
